voltage_v,current_a,frequency_hz,temperature_c,dc_link_voltage_v,thd_percent,active_power_w,anomaly_type,label
176.06130159220695,16.109597531886102,50.01936903631012,46.224991065892866,722.208957260289,2.960246540291539,2498.8024542425155,voltage_sag,1
230.24815460558958,10.858872737289726,50.9849234818419,45.27970227556955,710.6468538258385,9.878256436164271,2335.2011806730948,false_data_injection,1
227.51957268382077,9.920922354629338,50.023173530816834,42.25659768568327,702.861023411324,2.8929548724520897,2026.4978055052375,normal,0
234.4160436994704,10.773416906418635,50.070987413663495,42.82090459534808,711.6753132191149,2.2736811469317244,2322.46929776934,normal,0
227.0721235516553,10.272247621615284,49.97851852266664,44.01834383909513,700.9800258648305,2.7897484616128265,2158.5316712828176,normal,0
227.14993383526826,11.068032589291821,50.00646683696229,41.95670923283953,703.9439094776247,2.435746999007805,2459.140996429914,normal,0
234.83334844549887,8.808960631003373,50.00243060390578,41.91105903323588,708.3908143177965,3.056854050869083,1954.3615012072842,normal,0
231.98584276829155,10.17875024949082,50.02934758925612,47.23312918027709,693.1541005836714,0.8294749738320863,2123.324599477526,normal,0
225.67594760079783,11.108384986442696,49.99753170608505,37.20228664190501,711.9345346106451,2.2578188130344343,2362.774712399137,normal,0
229.83519540139125,11.06002196531055,50.00403432399617,43.73758570781337,706.0302326442297,2.7019259036606753,2375.033870402445,normal,0
227.8917351205364,10.144193120054853,50.02203457622769,42.73305122134935,691.547378760113,3.066782989821873,2060.2788982139305,normal,0
272.58333074648283,10.440573252263446,49.93457026847224,47.18745968605906,703.6777656163422,2.6131793845718114,2670.0738165173607,overvoltage,1
259.0196138023108,10.376758182999057,49.95163581705512,35.49931298996062,747.6756639046405,2.3447108901020326,2461.045490012701,sensor_bias_attack,1
224.63987746589578,8.808007447930375,50.07449283892995,42.65673756466699,691.9508644954635,1.8172605236075676,1836.3350052003066,normal,0
234.50370759148163,8.241393212585319,50.02271897835298,42.991507304316436,694.56634120487,2.2522201627508367,1755.7455538883328,normal,0
231.21363557925847,11.137419813020866,50.02623994620648,41.36593784878093,701.3858818445889,3.2695372707535033,2385.373623042861,normal,0
254.0772582246394,10.348060109996506,50.061699274673764,45.98276641484899,691.6870333513956,1.804988012737185,2448.410618501678,overvoltage,1
231.26096848932838,9.599440737625562,49.970562734024384,39.719521457051925,703.8544284992284,1.6362955372403345,2092.118417990982,normal,0
232.0136840348411,10.63008644903448,49.92714332146529,38.13202070630287,697.7403264070928,2.155064548867411,2295.347439565978,normal,0
230.33118717683666,8.712399815081975,50.01120931125893,44.45497714526706,700.7603765047807,1.7575409057414624,1858.6021171682971,normal,0
229.49084061073887,9.876053901953734,50.01362464498702,64.01230592687965,699.6650134391587,2.3119867899813076,2008.6032261708312,temperature_anomaly,1
234.2706784167951,11.20359628054087,50.030975471476935,39.509826361505745,702.976193929619,2.247353944703761,2376.690367376901,normal,0
228.91618872498967,8.64622391548952,49.94341870728224,40.500671180590274,702.0988242425774,3.013333916903317,1903.4785581441542,normal,0
236.15805494583768,10.830236826804477,49.96606718441809,38.031833024982625,701.4062019939204,3.1378918473928503,2277.184707956344,normal,0
263.26078459326556,6.956361393758624,49.978749072721904,44.0112538583158,683.9843922476138,1.3989861218784843,1672.9990652301744,overvoltage,1
232.68555494591504,16.78521114231973,49.989866436909914,53.09887783724223,697.0573692207862,3.3270632441541372,3681.586373162365,current_spike,1
227.527680502208,11.08567498018768,50.012359622327,46.57036157188779,708.9655945146937,2.3182853964878642,2334.2413019088567,normal,0
226.9588479006788,12.025084144967703,50.03350663467512,37.836338084653136,714.550621643621,2.250110220626908,2603.5548050403504,normal,0
228.05263063508522,9.09378141015831,50.009790352383206,42.695009917591285,694.7808945110148,2.834221152245795,1880.3118427968689,normal,0
227.66155280982375,12.290548430148359,50.00455844315349,46.05542995103389,710.5697662655375,3.3301324783907424,2629.0700565949137,normal,0
229.1873191187872,9.735430500896419,50.05221624787177,77.20502736754223,687.4782682602862,3.151350927534234,2026.5777917609116,temperature_anomaly,1
231.37815731514985,9.005735015879678,49.971974445286136,43.893567582245055,713.2804858630104,1.7962412296670562,1987.337043827843,normal,0
225.3917451228658,7.935024209815536,49.935905789322355,43.93337576319986,699.0240686098133,2.599962613612099,1612.5472234127035,normal,0
227.30167928129273,7.627376747260492,50.03312303970193,47.99820914333895,698.1047533058828,2.3187129379376343,1592.7202608966718,normal,0
231.8863888808309,10.586692014109365,49.99643059054136,38.717571235109055,710.7827763297252,3.4295620999800858,2199.5938192310555,normal,0
228.2404530472401,9.840241753915683,50.03247057787311,47.268222966446224,694.279353731888,2.5446088431287825,2090.8873773512623,normal,0
236.09701107413102,11.47394938831975,49.941018474770914,43.61131648938873,696.9326996749611,3.7911593191103856,2405.6458621426505,normal,0
229.84216372083384,10.222736209229177,50.06472203364211,46.4976622336839,693.2918417082076,1.5802174881266295,2193.343483265121,normal,0
228.7716033424629,10.627263783419352,49.94163088912384,43.01473432331083,690.9822130292,3.3260866206312407,2234.651178736241,normal,0
234.63047856804366,10.455691450753553,49.96895542839211,45.264318878252496,710.1573051861185,2.6656480779772234,2243.5031367939105,normal,0
234.18827470773422,9.65877782007453,50.06654654787818,44.28237438918272,697.4067615120988,3.694605138101398,2081.038055731932,normal,0
232.19791869939647,7.634527127146759,50.02287880076988,41.11288772851273,700.8037476847724,3.3579739132270805,1619.9073850015156,normal,0
231.29246300902363,7.736434086419944,50.02064304305356,64.74184536845038,698.2617208470925,1.490565020027366,1617.8458304834955,temperature_anomaly,1
232.38004170559978,10.42972433519106,50.02756249916061,45.45896791602717,716.2677134333428,2.1497587917483503,2190.4572944769966,normal,0
235.51216002646257,9.958412378304425,50.016919229534274,43.5240582493841,705.903103916387,3.6018519371087434,2213.4504884968933,normal,0
225.2153742079532,11.199164439642647,49.998630598356655,39.68301268612952,709.0018749693081,2.261558214228689,2295.6253280761366,normal,0
231.63826769249428,8.20419132664732,49.11218351398674,43.126476145295676,705.7559809488483,12.181956261920009,1767.9123525100895,false_data_injection,1
226.4017945225279,9.996166860530723,50.01199070881736,42.02802572747912,698.4394047412948,2.234252494160365,2127.2421331938713,normal,0
231.64000109784945,11.901520227764236,50.02290164244474,41.73373406656165,697.7285100020339,1.9945796643429137,2576.3148123902974,normal,0
231.3494459796696,10.276927353946332,49.98994980146825,46.26920797587214,694.8237616958644,0.6727221236315286,2264.455476187642,normal,0
234.97669150283394,12.334566947037478,49.982434256218326,44.37811539521702,708.8955071117545,2.1656470399105583,2821.485916034629,normal,0
227.90524190941142,11.442987734983074,49.92381404857984,41.39941966944046,685.3465684821994,3.101610992662253,2397.4458237736662,normal,0
228.79051196920986,8.673073245741632,49.9675407005208,40.49267489412635,698.4392942219093,1.6835409850674972,1768.2531995478762,normal,0
228.2968335702419,10.692016280955892,50.006470495849435,40.75650752951092,702.5826834834608,1.96067120845309,2215.7930067735547,normal,0
230.0435836458127,11.143964261971337,49.978765855700914,47.69130284668688,710.2547398562858,1.8214738707133589,2403.743363205544,normal,0
226.223580620947,10.740560706488303,50.055999831436274,48.98534489385873,691.1416787241452,2.1608325896615863,2296.9521055468686,normal,0
231.5589817200395,12.09077661543548,50.00071513730034,39.20456540670569,702.1550429160045,3.867398766586514,2590.9812277542937,normal,0
229.53008630702573,11.219587843048838,50.00157147286282,44.03219964107761,689.7240993121044,2.7953190643638535,2410.984344112758,normal,0
229.7320387918978,9.79337780644585,49.990618344033976,38.47538959027791,694.5977435519429,3.2291467619113483,2140.514385903899,normal,0
236.81897547793818,6.880558601955714,50.009668448895326,45.73002450892082,692.4609720621535,2.6243210189821053,1499.8069462825224,normal,0
227.90293444068823,7.753389110955311,50.02888284770164,47.46671468018875,703.5202104931151,2.1715768283281545,1630.998095005713,normal,0
256.3434387251642,10.157434587212075,49.95737413062174,37.596519493046245,741.8372201177853,2.266049071380488,2405.187952585468,sensor_bias_attack,1
233.35272259079946,10.969249123241722,49.98126185056991,38.6276991561701,695.6346585632842,2.3878900774446676,2308.391197899173,normal,0
226.44872270881942,9.541838602747386,49.99560322730361,41.96848626712825,691.8760657558541,2.15159888890315,1828.2910409281255,normal,0
229.53641155379358,8.747979779659222,49.978164656647884,41.35211669539692,696.2214414774932,3.030102171822789,1919.9628424806558,normal,0
230.0159685813551,9.421894423162495,50.08473714044776,42.69719688724263,702.7274971487941,1.6592494456202882,1989.497991635115,normal,0
228.95549062748998,11.354589355507006,49.98043278672624,39.063574091031306,693.5277598606859,1.1962351697925306,2574.8511379097213,normal,0
230.04169462799754,8.225040935029886,49.98081636059806,39.81473160726903,696.9641934510786,1.7782595854865317,1826.89184165404,normal,0
230.4103223519501,11.676004566337829,49.932310335938865,44.499179842830124,691.8096584300664,3.1891081004253197,2459.243180706825,normal,0
230.74130769449127,9.355496656457815,49.98983143130969,38.304157933471444,711.3359877783466,2.7537074749844517,1949.2300810664392,normal,0
230.44196699145942,10.047073513314107,49.92818907506593,40.75856462228251,700.7323252638425,2.623092480143812,2187.8746689877626,normal,0
226.4124810632329,10.852329851765411,49.977414141351524,44.716104124939726,692.726593617078,2.477306876039782,2315.0607614320734,normal,0
235.63053383384502,9.669628945165535,49.949602131957896,42.778691784660126,693.1761656960628,2.7768827587087572,2163.556637730505,normal,0
230.8879819690613,17.524225179005736,49.98464139896252,44.89485200376745,697.8589093513659,1.1833239722390383,3826.1227261278,current_spike,1
227.812139190879,9.935988445303927,49.97471538828241,46.16744128967814,693.9823781784442,2.3749756322945172,2125.765804239525,normal,0
230.95728450207073,13.952624930041779,49.991523405603566,48.48257405399739,691.1633439553507,2.774390488669699,2826.0946145940643,normal,0
232.1049909442687,6.241714217506983,49.97906622326897,45.69728612903633,698.1210784582391,3.0381479359936012,1302.6018460436776,normal,0
177.27520514461204,16.281268843938655,50.05360730267565,42.59878020828057,712.6902981241183,3.073280442523558,2551.1259975539874,voltage_sag,1
228.8857467917538,10.505054823606843,50.01022418340206,70.0954435430821,705.0753986535303,2.649319900547833,2236.0379867346355,temperature_anomaly,1
